seq	mot	start	end	strand	score	qual	mot.clust
ORR1B1	Hand2(bHLH)/Mesoderm-Hand2-ChIP-Seq(GSE61475)	258	272	-	5.02192523109388	proto	4
ORR1B1	HEB(bHLH)/mES-Heb-ChIP-Seq(GSE53233)	35	44	+	2.91516233100838	proto	7
ORR1B1	HEB(bHLH)/mES-Heb-ChIP-Seq(GSE53233)	77	86	+	3.85808056371198	proto	7
ORR1B1	HEB(bHLH)/mES-Heb-ChIP-Seq(GSE53233)	97	106	+	3.36338432187588	proto	7
ORR1B1	HEB(bHLH)/mES-Heb-ChIP-Seq(GSE53233)	190	199	+	4.17843629746421	proto	7
ORR1B1	HEB(bHLH)/mES-Heb-ChIP-Seq(GSE53233)	31	40	-	2.99254315517663	proto	7
ORR1B1	HEB(bHLH)/mES-Heb-ChIP-Seq(GSE53233)	188	197	-	3.8123820090368	proto	7
ORR1B1	HIC1(Zf)/Treg-ZBTB29-ChIP-Seq(GSE99889)	21	28	+	4.62734752966522	proto	82
ORR1B1	HIC1(Zf)/Treg-ZBTB29-ChIP-Seq(GSE99889)	66	73	+	3.21099779035789	proto	82
ORR1B1	HIC1(Zf)/Treg-ZBTB29-ChIP-Seq(GSE99889)	168	175	+	3.80742445671214	proto	82
ORR1B1	HIC1(Zf)/Treg-ZBTB29-ChIP-Seq(GSE99889)	261	268	+	4.95351108657336	proto	82
ORR1B1	HIC1(Zf)/Treg-ZBTB29-ChIP-Seq(GSE99889)	310	317	+	3.78665048849067	proto	82
ORR1B1	HIC1(Zf)/Treg-ZBTB29-ChIP-Seq(GSE99889)	63	70	-	5.45648894924119	proto	82
ORR1B1	HIC1(Zf)/Treg-ZBTB29-ChIP-Seq(GSE99889)	258	265	-	5.87452079229997	proto	82
ORR1B1	HIF-1b(HLH)/T47D-HIF1b-ChIP-Seq(GSE59937)	253	260	+	2.96391784217672	proto	2
ORR1B1	HIF-1b(HLH)/T47D-HIF1b-ChIP-Seq(GSE59937)	35	42	-	3.52257487649631	proto	2
ORR1B1	HNF1b(Homeobox)/PDAC-HNF1B-ChIP-Seq(GSE64557)	323	334	-	5.58367180582313	proto	58
ORR1B1	Hnf1(Homeobox)/Liver-Foxa2-Chip-Seq(GSE25694)	298	310	+	4.66125335088977	proto	58
ORR1B1	Hnf1(Homeobox)/Liver-Foxa2-Chip-Seq(GSE25694)	323	335	-	5.64453320018509	proto	58
ORR1B1	HNF4a(NR),DR1/HepG2-HNF4a-ChIP-Seq(GSE25021)	138	153	-	5.02640846746874	proto	14
ORR1B1	Hnf6b(Homeobox)/LNCaP-Hnf6b-ChIP-Seq(GSE106305)	28	35	+	4.70446782713095	proto	40
ORR1B1	Hnf6b(Homeobox)/LNCaP-Hnf6b-ChIP-Seq(GSE106305)	285	292	+	4.58717874060785	proto	40
ORR1B1	Hnf6b(Homeobox)/LNCaP-Hnf6b-ChIP-Seq(GSE106305)	53	60	-	3.2630259812437	proto	40
ORR1B1	HNF6(Homeobox)/Liver-Hnf6-ChIP-Seq(ERP000394)	206	215	-	3.82894054509698	proto	40
ORR1B1	Hoxa10(Homeobox)/ChickenMSG-Hoxa10.Flag-ChIP-Seq(GSE86088)	282	291	+	4.53802816838342	proto	43
ORR1B1	Hoxa10(Homeobox)/ChickenMSG-Hoxa10.Flag-ChIP-Seq(GSE86088)	295	304	+	3.92377111053022	proto	43
ORR1B1	Hoxa10(Homeobox)/ChickenMSG-Hoxa10.Flag-ChIP-Seq(GSE86088)	371	380	+	7.02235211718488	proto	43
ORR1B1	Hoxa11(Homeobox)/ChickenMSG-Hoxa11.Flag-ChIP-Seq(GSE86088)	42	51	+	3.13203747279974	proto	43
ORR1B1	Hoxa11(Homeobox)/ChickenMSG-Hoxa11.Flag-ChIP-Seq(GSE86088)	334	343	+	5.14053549700989	proto	43
ORR1B1	Hoxa11(Homeobox)/ChickenMSG-Hoxa11.Flag-ChIP-Seq(GSE86088)	365	374	+	4.22539900835902	proto	43
ORR1B1	Hoxa11(Homeobox)/ChickenMSG-Hoxa11.Flag-ChIP-Seq(GSE86088)	25	34	-	2.88355437962334	proto	43
ORR1B1	Hoxa11(Homeobox)/ChickenMSG-Hoxa11.Flag-ChIP-Seq(GSE86088)	273	282	-	2.97794950797226	proto	43
ORR1B1	Hoxa11(Homeobox)/ChickenMSG-Hoxa11.Flag-ChIP-Seq(GSE86088)	295	304	-	3.33777421479152	proto	43
ORR1B1	Hoxa11(Homeobox)/ChickenMSG-Hoxa11.Flag-ChIP-Seq(GSE86088)	317	326	-	5.71103817925098	mot	43
ORR1B1	Hoxa11(Homeobox)/ChickenMSG-Hoxa11.Flag-ChIP-Seq(GSE86088)	371	380	-	7.72033374355076	mot	43
ORR1B1	Hoxa13(Homeobox)/ChickenMSG-Hoxa13.Flag-ChIP-Seq(GSE86088)	318	327	+	6.73719815099394	mot	43
ORR1B1	Hoxa13(Homeobox)/ChickenMSG-Hoxa13.Flag-ChIP-Seq(GSE86088)	319	328	+	3.21778938408357	proto	43
ORR1B1	Hoxa13(Homeobox)/ChickenMSG-Hoxa13.Flag-ChIP-Seq(GSE86088)	372	381	+	7.88247317991004	mot	43
ORR1B1	Hoxa13(Homeobox)/ChickenMSG-Hoxa13.Flag-ChIP-Seq(GSE86088)	8	17	-	3.17447749607615	proto	43
ORR1B1	Hoxa13(Homeobox)/ChickenMSG-Hoxa13.Flag-ChIP-Seq(GSE86088)	333	342	-	6.47959819541037	mot	43
ORR1B1	Hoxa13(Homeobox)/ChickenMSG-Hoxa13.Flag-ChIP-Seq(GSE86088)	364	373	-	4.63245021524295	proto	43
ORR1B1	Hoxa9(Homeobox)/ChickenMSG-Hoxa9.Flag-ChIP-Seq(GSE86088)	295	304	+	4.29151223571744	proto	43
ORR1B1	Hoxa9(Homeobox)/ChickenMSG-Hoxa9.Flag-ChIP-Seq(GSE86088)	317	326	+	5.25355887613579	proto	43
ORR1B1	Hoxa9(Homeobox)/ChickenMSG-Hoxa9.Flag-ChIP-Seq(GSE86088)	371	380	+	8.47650947199344	mot	43
ORR1B1	Hoxa9(Homeobox)/ChickenMSG-Hoxa9.Flag-ChIP-Seq(GSE86088)	143	152	-	3.71037653104194	proto	43
ORR1B1	Hoxa9(Homeobox)/ChickenMSG-Hoxa9.Flag-ChIP-Seq(GSE86088)	334	343	-	3.80489029356747	proto	43
ORR1B1	Hoxa9(Homeobox)/ChickenMSG-Hoxa9.Flag-ChIP-Seq(GSE86088)	365	374	-	3.05699356015938	proto	43
ORR1B1	HOXB13(Homeobox)/ProstateTumor-HOXB13-ChIP-Seq(GSE56288)	334	343	+	5.54427323112259	mot	43
ORR1B1	HOXB13(Homeobox)/ProstateTumor-HOXB13-ChIP-Seq(GSE56288)	25	34	-	3.10117631335542	proto	43
ORR1B1	HOXB13(Homeobox)/ProstateTumor-HOXB13-ChIP-Seq(GSE56288)	317	326	-	5.13103605400608	mot	43
ORR1B1	HOXB13(Homeobox)/ProstateTumor-HOXB13-ChIP-Seq(GSE56288)	371	380	-	7.86647897651139	mot	43
ORR1B1	Hoxc9(Homeobox)/Ainv15-Hoxc9-ChIP-Seq(GSE21812)	371	382	+	4.95183371385845	proto	42
ORR1B1	Hoxd10(Homeobox)/ChickenMSG-Hoxd10.Flag-ChIP-Seq(GSE86088)	295	304	+	4.78002398752409	proto	43
ORR1B1	Hoxd10(Homeobox)/ChickenMSG-Hoxd10.Flag-ChIP-Seq(GSE86088)	371	380	+	8.24461002589916	mot	43
ORR1B1	Hoxd10(Homeobox)/ChickenMSG-Hoxd10.Flag-ChIP-Seq(GSE86088)	334	343	-	4.31398266167855	proto	43
ORR1B1	Hoxd10(Homeobox)/ChickenMSG-Hoxd10.Flag-ChIP-Seq(GSE86088)	365	374	-	4.17940775790568	proto	43
ORR1B1	Hoxd11(Homeobox)/ChickenMSG-Hoxd11.Flag-ChIP-Seq(GSE86088)	273	282	+	3.42003584542681	proto	43
ORR1B1	Hoxd11(Homeobox)/ChickenMSG-Hoxd11.Flag-ChIP-Seq(GSE86088)	295	304	+	4.58161777788018	proto	43
ORR1B1	Hoxd11(Homeobox)/ChickenMSG-Hoxd11.Flag-ChIP-Seq(GSE86088)	317	326	+	6.04406281821343	mot	43
ORR1B1	Hoxd11(Homeobox)/ChickenMSG-Hoxd11.Flag-ChIP-Seq(GSE86088)	371	380	+	7.863110123088	mot	43
ORR1B1	Hoxd11(Homeobox)/ChickenMSG-Hoxd11.Flag-ChIP-Seq(GSE86088)	42	51	-	3.44304368572591	proto	43
ORR1B1	Hoxd11(Homeobox)/ChickenMSG-Hoxd11.Flag-ChIP-Seq(GSE86088)	72	81	-	3.05671307753658	proto	43
ORR1B1	Hoxd11(Homeobox)/ChickenMSG-Hoxd11.Flag-ChIP-Seq(GSE86088)	334	343	-	5.22172347560633	proto	43
ORR1B1	Hoxd11(Homeobox)/ChickenMSG-Hoxd11.Flag-ChIP-Seq(GSE86088)	365	374	-	4.40917373359944	proto	43
ORR1B1	Hoxd12(Homeobox)/ChickenMSG-Hoxd12.Flag-ChIP-Seq(GSE86088)	294	305	+	4.59023342716677	proto	43
ORR1B1	Hoxd12(Homeobox)/ChickenMSG-Hoxd12.Flag-ChIP-Seq(GSE86088)	316	327	+	4.67087349957153	proto	43
ORR1B1	Hoxd12(Homeobox)/ChickenMSG-Hoxd12.Flag-ChIP-Seq(GSE86088)	370	381	+	9.0959955235057	mot	43
ORR1B1	Hoxd12(Homeobox)/ChickenMSG-Hoxd12.Flag-ChIP-Seq(GSE86088)	41	52	-	3.57657451278387	proto	43
ORR1B1	Hoxd13(Homeobox)/ChickenMSG-Hoxd13.Flag-ChIP-Seq(GSE86088)	317	326	+	8.1210108381593	mot	43
ORR1B1	Hoxd13(Homeobox)/ChickenMSG-Hoxd13.Flag-ChIP-Seq(GSE86088)	371	380	+	8.66409732414351	mot	43
ORR1B1	Hoxd13(Homeobox)/ChickenMSG-Hoxd13.Flag-ChIP-Seq(GSE86088)	334	343	-	6.39310261514879	mot	43
ORR1B1	IRF1(IRF)/PBMC-IRF1-ChIP-Seq(GSE43036)	301	312	+	6.86530291236174	proto	36
ORR1B1	IRF2(IRF)/Erythroblas-IRF2-ChIP-Seq(GSE36985)	301	312	+	6.658470245553	proto	36
ORR1B1	IRF2(IRF)/Erythroblas-IRF2-ChIP-Seq(GSE36985)	327	338	-	5.16351296553328	proto	36
ORR1B1	IRF2(IRF)/Erythroblas-IRF2-ChIP-Seq(GSE36985)	358	369	-	4.24870071932447	proto	36
ORR1B1	IRF3(IRF)/BMDM-Irf3-ChIP-Seq(GSE67343)	301	312	-	7.0226184383175	proto	36
ORR1B1	IRF4(IRF)/GM12878-IRF4-ChIP-Seq(GSE32465)	298	307	+	7.49116062414618	mot	37
ORR1B1	IRF4(IRF)/GM12878-IRF4-ChIP-Seq(GSE32465)	6	15	-	5.50331516457057	proto	37
ORR1B1	IRF8(IRF)/BMDM-IRF8-ChIP-Seq(GSE77884)	301	312	+	5.33446423071366	proto	36
ORR1B1	IRF8(IRF)/BMDM-IRF8-ChIP-Seq(GSE77884)	221	232	-	4.51322165023659	proto	36
ORR1B1	Isl1(Homeobox)/Neuron-Isl1-ChIP-Seq(GSE31456)	283	290	+	4.50829243095372	proto	50
ORR1B1	Isl1(Homeobox)/Neuron-Isl1-ChIP-Seq(GSE31456)	70	77	-	2.9700559178622	proto	50
ORR1B1	Isl1(Homeobox)/Neuron-Isl1-ChIP-Seq(GSE31456)	318	325	-	7.42040540118696	mot	50
ORR1B1	ISRE(IRF)/ThioMac-LPS-Expression(GSE23622)	301	312	-	6.31392091032977	proto	36
ORR1B1	Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)	119	130	-	5.0127644507978	proto	62
ORR1B1	JunB(bZIP)/DendriticCells-Junb-ChIP-Seq(GSE36099)	29	38	+	4.31174176361804	proto	62
ORR1B1	JunB(bZIP)/DendriticCells-Junb-ChIP-Seq(GSE36099)	120	129	+	5.2124730190219	proto	62
ORR1B1	JunB(bZIP)/DendriticCells-Junb-ChIP-Seq(GSE36099)	30	39	-	3.50660800132959	proto	62
ORR1B1	JunB(bZIP)/DendriticCells-Junb-ChIP-Seq(GSE36099)	121	130	-	5.52262794732574	proto	62
ORR1B1	KLF10(Zf)/HEK293-KLF10.GFP-ChIP-Seq(GSE58341)	77	88	+	10.0856128942275	mot	131
ORR1B1	KLF10(Zf)/HEK293-KLF10.GFP-ChIP-Seq(GSE58341)	97	108	+	9.09126161588381	mot	131
ORR1B1	KLF10(Zf)/HEK293-KLF10.GFP-ChIP-Seq(GSE58341)	131	142	+	5.42096423051909	proto	131
ORR1B1	KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)	58	69	+	5.83337228794758	proto	131
ORR1B1	KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)	76	87	+	7.32750425941155	mot	131
ORR1B1	KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)	96	107	+	7.46029573339336	mot	131
ORR1B1	KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)	130	141	+	4.40981754871655	proto	131
ORR1B1	KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)	132	143	+	7.19713396763345	mot	131
ORR1B1	KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)	164	175	-	4.32205779992244	proto	131
ORR1B1	KLF1(Zf)/HUDEP2-KLF1-CutnRun(GSE136251)	59	70	+	6.79207612297249	proto	131
ORR1B1	KLF1(Zf)/HUDEP2-KLF1-CutnRun(GSE136251)	77	88	+	9.03521681551846	mot	131
ORR1B1	KLF1(Zf)/HUDEP2-KLF1-CutnRun(GSE136251)	97	108	+	8.79344444437076	mot	131
ORR1B1	KLF1(Zf)/HUDEP2-KLF1-CutnRun(GSE136251)	133	144	+	7.15607140553772	proto	131
ORR1B1	KLF3(Zf)/MEF-Klf3-ChIP-Seq(GSE44748)	162	176	+	3.4067008367528	proto	131
ORR1B1	KLF3(Zf)/MEF-Klf3-ChIP-Seq(GSE44748)	57	71	-	4.12921333704154	proto	131
ORR1B1	KLF3(Zf)/MEF-Klf3-ChIP-Seq(GSE44748)	75	89	-	4.79092859840403	proto	131
ORR1B1	KLF3(Zf)/MEF-Klf3-ChIP-Seq(GSE44748)	95	109	-	5.03604738334918	proto	131
ORR1B1	KLF3(Zf)/MEF-Klf3-ChIP-Seq(GSE44748)	131	145	-	4.37988000107787	proto	131
ORR1B1	Klf4(Zf)/mES-Klf4-ChIP-Seq(GSE11431)	60	69	-	5.48098527712165	proto	131
ORR1B1	Klf4(Zf)/mES-Klf4-ChIP-Seq(GSE11431)	78	87	-	4.71620196413961	proto	131
ORR1B1	Klf4(Zf)/mES-Klf4-ChIP-Seq(GSE11431)	98	107	-	6.94000617928054	proto	131
ORR1B1	KLF5(Zf)/LoVo-KLF5-ChIP-Seq(GSE49402)	15	24	+	4.80221615976081	proto	131
ORR1B1	KLF5(Zf)/LoVo-KLF5-ChIP-Seq(GSE49402)	60	69	+	8.7565225175942	mot	131
ORR1B1	KLF5(Zf)/LoVo-KLF5-ChIP-Seq(GSE49402)	78	87	+	8.0804735533546	mot	131
ORR1B1	KLF5(Zf)/LoVo-KLF5-ChIP-Seq(GSE49402)	98	107	+	8.56857092604304	mot	131
ORR1B1	KLF5(Zf)/LoVo-KLF5-ChIP-Seq(GSE49402)	134	143	+	5.76065391769907	proto	131
ORR1B1	KLF5(Zf)/LoVo-KLF5-ChIP-Seq(GSE49402)	164	173	-	3.67514316444598	proto	131
ORR1B1	KLF6(Zf)/PDAC-KLF6-ChIP-Seq(GSE64557)	59	70	+	7.53699632114341	mot	131
ORR1B1	KLF6(Zf)/PDAC-KLF6-ChIP-Seq(GSE64557)	77	88	+	4.90073062210609	proto	131
ORR1B1	KLF6(Zf)/PDAC-KLF6-ChIP-Seq(GSE64557)	97	108	+	5.02358429521143	proto	131
ORR1B1	KLF6(Zf)/PDAC-KLF6-ChIP-Seq(GSE64557)	133	144	+	4.73777395663111	proto	131
ORR1B1	Klf9(Zf)/GBM-Klf9-ChIP-Seq(GSE62211)	58	69	-	4.44728258942229	proto	131
ORR1B1	Klf9(Zf)/GBM-Klf9-ChIP-Seq(GSE62211)	76	87	-	9.10198225258051	mot	131
ORR1B1	Klf9(Zf)/GBM-Klf9-ChIP-Seq(GSE62211)	96	107	-	10.0863765717567	mot	131
ORR1B1	Klf9(Zf)/GBM-Klf9-ChIP-Seq(GSE62211)	132	143	-	5.33424042498478	proto	131
ORR1B1	LEF1(HMG)/H1-LEF1-ChIP-Seq(GSE64758)	141	150	+	5.58106376280455	proto	119
ORR1B1	LEF1(HMG)/H1-LEF1-ChIP-Seq(GSE64758)	296	305	+	4.56390286532935	proto	119
ORR1B1	Lhx1(Homeobox)/EmbryoCarcinoma-Lhx1-ChIP-Seq(GSE70957)	316	325	+	6.34225592114159	mot	51
ORR1B1	Lhx1(Homeobox)/EmbryoCarcinoma-Lhx1-ChIP-Seq(GSE70957)	283	292	-	3.39099119581242	proto	51
ORR1B1	Lhx1(Homeobox)/EmbryoCarcinoma-Lhx1-ChIP-Seq(GSE70957)	318	327	-	6.65567530821828	mot	51
ORR1B1	Lhx2(Homeobox)/HFSC-Lhx2-ChIP-Seq(GSE48068)	284	291	+	4.45049990454018	proto	51
ORR1B1	Lhx2(Homeobox)/HFSC-Lhx2-ChIP-Seq(GSE48068)	319	326	+	5.59021511406519	proto	51
ORR1B1	Lhx2(Homeobox)/HFSC-Lhx2-ChIP-Seq(GSE48068)	317	324	-	7.05674991970032	mot	51
ORR1B1	Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)	316	325	+	5.69594372367509	mot	51
ORR1B1	Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)	318	327	-	7.57173565152362	mot	51
ORR1B1	LHX9(Homeobox)/Hct116-LHX9.V5-ChIP-Seq(GSE116822)	281	290	+	3.1834576563835	proto	51
ORR1B1	LHX9(Homeobox)/Hct116-LHX9.V5-ChIP-Seq(GSE116822)	316	325	+	6.25144439962437	mot	51
ORR1B1	LHX9(Homeobox)/Hct116-LHX9.V5-ChIP-Seq(GSE116822)	381	390	+	4.6386856041051	proto	51
ORR1B1	LHX9(Homeobox)/Hct116-LHX9.V5-ChIP-Seq(GSE116822)	283	292	-	3.10835680316473	proto	51
ORR1B1	LHX9(Homeobox)/Hct116-LHX9.V5-ChIP-Seq(GSE116822)	318	327	-	5.79122820357448	mot	51
ORR1B1	LHX9(Homeobox)/Hct116-LHX9.V5-ChIP-Seq(GSE116822)	383	392	-	4.40597816076731	proto	51
ORR1B1	Nr5a2(NR)/Pancreas-LRH1-ChIP-Seq(GSE34295)	84	93	-	6.55359938792412	proto	15
ORR1B1	Nr5a2(NR)/Pancreas-LRH1-ChIP-Seq(GSE34295)	104	113	-	6.55359938792412	proto	15
ORR1B1	Nr5a2(NR)/Pancreas-LRH1-ChIP-Seq(GSE34295)	345	354	-	4.77121053116261	proto	15
ORR1B1	MafA(bZIP)/Islet-MafA-ChIP-Seq(GSE30298)	221	230	-	3.85578084745838	proto	61
ORR1B1	MafB(bZIP)/BMM-Mafb-ChIP-Seq(GSE75722)	352	371	-	3.40107458730359	proto	62
ORR1B1	MafF(bZIP)/HepG2-MafF-ChIP-Seq(GSE31477)	365	379	+	4.85297594688745	proto	61
ORR1B1	MafK(bZIP)/C2C12-MafK-ChIP-Seq(GSE36030)	358	369	+	4.21850829487022	proto	62
ORR1B1	Max(bHLH)/K562-Max-ChIP-Seq(GSE31477)	34	45	+	5.449411518539	proto	1
ORR1B1	Max(bHLH)/K562-Max-ChIP-Seq(GSE31477)	32	43	-	5.45594273277657	proto	1
ORR1B1	Maz(Zf)/HepG2-Maz-ChIP-Seq(GSE31477)	133	140	+	3.9855840228732	proto	129
ORR1B1	Maz(Zf)/HepG2-Maz-ChIP-Seq(GSE31477)	134	141	+	4.03143732736932	proto	129
ORR1B1	Mef2a(MADS)/HL1-Mef2a.biotin-ChIP-Seq(GSE21529)	8	17	+	4.62277299467016	proto	47
ORR1B1	Mef2a(MADS)/HL1-Mef2a.biotin-ChIP-Seq(GSE21529)	71	80	-	5.14667177343823	proto	47
ORR1B1	Mef2b(MADS)/HEK293-Mef2b.V5-ChIP-Seq(GSE67450)	7	18	-	3.78163070748708	proto	47
ORR1B1	Mef2b(MADS)/HEK293-Mef2b.V5-ChIP-Seq(GSE67450)	315	326	-	4.52760976096514	proto	47
ORR1B1	Meis1(Homeobox)/MastCells-Meis1-ChIP-Seq(GSE48085)	121	130	+	6.40848083670514	mot	125
ORR1B1	MITF(bHLH)/MastCells-MITF-ChIP-Seq(GSE48085)	34	43	+	5.21354657212288	proto	1
ORR1B1	MNT(bHLH)/HepG2-MNT-ChIP-Seq(Encode)	32	41	+	3.33188599062798	proto	1
ORR1B1	MNT(bHLH)/HepG2-MNT-ChIP-Seq(Encode)	34	43	-	3.17868633648657	proto	1
ORR1B1	AMYB(HTH)/Testes-AMYB-ChIP-Seq(GSE44588)	301	310	-	4.47685332921184	proto	96
ORR1B1	MYB(HTH)/ERMYB-Myb-ChIPSeq(GSE22095)	284	291	-	1.34616448306352	proto	96
ORR1B1	MYNN(Zf)/HEK293-MYNN.eGFP-ChIP-Seq(Encode)	316	330	+	5.42780068259636	proto	45
ORR1B1	MYNN(Zf)/HEK293-MYNN.eGFP-ChIP-Seq(Encode)	332	346	+	7.65384832270305	proto	45
ORR1B1	MYNN(Zf)/HEK293-MYNN.eGFP-ChIP-Seq(Encode)	149	163	-	5.4848915182167	proto	45
ORR1B1	Nanog(Homeobox)/mES-Nanog-ChIP-Seq(GSE11724)	317	326	+	4.16308321225184	proto	50
ORR1B1	Nanog(Homeobox)/mES-Nanog-ChIP-Seq(GSE11724)	10	19	-	3.28277395766748	proto	50
ORR1B1	Nanog(Homeobox)/mES-Nanog-ChIP-Seq(GSE11724)	42	51	-	4.33066723211793	proto	50
ORR1B1	Nanog(Homeobox)/mES-Nanog-ChIP-Seq(GSE11724)	282	291	-	5.20228083973643	mot	50
ORR1B1	Nanog(Homeobox)/mES-Nanog-ChIP-Seq(GSE11724)	321	330	-	2.46631158495905	proto	50
ORR1B1	NF1-halfsite(CTF)/LNCaP-NF1-ChIP-Seq(Unpublished)	259	266	-	4.41294084492448	proto	82
ORR1B1	NFAT:AP1(RHD,bZIP)/Jurkat-NFATC1-ChIP-Seq(Jolma_et_al.)	110	129	+	8.2961833143198	proto	38
ORR1B1	NFAT:AP1(RHD,bZIP)/Jurkat-NFATC1-ChIP-Seq(Jolma_et_al.)	176	195	-	4.64232439872184	proto	38
ORR1B1	NFY(CCAAT)/Promoter	53	62	+	3.08941377789145	proto	52
ORR1B1	Nkx2.1(Homeobox)/LungAC-Nkx2.1-ChIP-Seq(GSE43252)	220	229	+	4.76506593855141	proto	44
ORR1B1	Nkx2.1(Homeobox)/LungAC-Nkx2.1-ChIP-Seq(GSE43252)	231	240	+	4.45911071562297	proto	44
ORR1B1	Nkx2.1(Homeobox)/LungAC-Nkx2.1-ChIP-Seq(GSE43252)	92	101	-	4.79671083095262	proto	44
ORR1B1	Nkx2.1(Homeobox)/LungAC-Nkx2.1-ChIP-Seq(GSE43252)	337	346	-	5.09178062480695	proto	44
ORR1B1	Nkx2.2(Homeobox)/NPC-Nkx2.2-ChIP-Seq(GSE61673)	42	51	+	4.21624546642178	proto	44
ORR1B1	Nkx2.2(Homeobox)/NPC-Nkx2.2-ChIP-Seq(GSE61673)	60	69	+	3.64878718964668	proto	44
ORR1B1	Nkx2.2(Homeobox)/NPC-Nkx2.2-ChIP-Seq(GSE61673)	92	101	+	3.96841034461201	proto	44
ORR1B1	Nkx2.2(Homeobox)/NPC-Nkx2.2-ChIP-Seq(GSE61673)	220	229	-	4.35656587648151	proto	44
ORR1B1	Nkx2.2(Homeobox)/NPC-Nkx2.2-ChIP-Seq(GSE61673)	231	240	-	3.59664100569089	proto	44
ORR1B1	Nkx2.2(Homeobox)/NPC-Nkx2.2-ChIP-Seq(GSE61673)	317	326	-	3.93272902754731	proto	44
ORR1B1	Nkx2.5(Homeobox)/HL1-Nkx2.5.biotin-ChIP-Seq(GSE21529)	219	228	+	5.41573008314765	proto	44
ORR1B1	Nkx2.5(Homeobox)/HL1-Nkx2.5.biotin-ChIP-Seq(GSE21529)	294	303	+	3.76800192321806	proto	44
ORR1B1	Nkx2.5(Homeobox)/HL1-Nkx2.5.biotin-ChIP-Seq(GSE21529)	43	52	-	4.05557548646106	proto	44
ORR1B1	Nkx2.5(Homeobox)/HL1-Nkx2.5.biotin-ChIP-Seq(GSE21529)	61	70	-	4.08412907197221	proto	44
ORR1B1	Nkx2.5(Homeobox)/HL1-Nkx2.5.biotin-ChIP-Seq(GSE21529)	93	102	-	4.58327797825457	proto	44
ORR1B1	Nkx2.5(Homeobox)/HL1-Nkx2.5.biotin-ChIP-Seq(GSE21529)	117	126	-	3.03470530009797	proto	44
ORR1B1	Nkx2.5(Homeobox)/HL1-Nkx2.5.biotin-ChIP-Seq(GSE21529)	322	331	-	3.05878805861847	proto	44
ORR1B1	Nkx2.5(Homeobox)/HL1-Nkx2.5.biotin-ChIP-Seq(GSE21529)	338	347	-	4.54616177557216	proto	44
ORR1B1	Nkx3.1(Homeobox)/LNCaP-Nkx3.1-ChIP-Seq(GSE28264)	43	52	-	3.71850151155794	proto	44
ORR1B1	Nkx3.1(Homeobox)/LNCaP-Nkx3.1-ChIP-Seq(GSE28264)	61	70	-	3.25345269412303	proto	44
ORR1B1	Nkx3.1(Homeobox)/LNCaP-Nkx3.1-ChIP-Seq(GSE28264)	93	102	-	4.17453859246913	proto	44
ORR1B1	Nkx3.1(Homeobox)/LNCaP-Nkx3.1-ChIP-Seq(GSE28264)	117	126	-	4.77231594784883	proto	44
ORR1B1	Nkx3.1(Homeobox)/LNCaP-Nkx3.1-ChIP-Seq(GSE28264)	322	331	-	2.85463388777228	proto	44
ORR1B1	Nkx6.1(Homeobox)/Islet-Nkx6.1-ChIP-Seq(GSE40975)	282	289	+	7.13308714783173	mot	51
ORR1B1	Nkx6.1(Homeobox)/Islet-Nkx6.1-ChIP-Seq(GSE40975)	319	326	-	6.98981752515318	mot	51
ORR1B1	n-Myc(bHLH)/mES-nMyc-ChIP-Seq(GSE11431)	35	44	-	3.51712558458012	proto	1
ORR1B1	NPAS2(bHLH)/Liver-NPAS2-ChIP-Seq(GSE39860)	34	43	-	3.80842453904417	proto	1
ORR1B1	Npas4(bHLH)/Neuron-Npas4-ChIP-Seq(GSE127793)	65	76	+	3.60199489817607	proto	3
ORR1B1	Npas4(bHLH)/Neuron-Npas4-ChIP-Seq(GSE127793)	237	248	+	3.41409721918247	proto	3
ORR1B1	Npas4(bHLH)/Neuron-Npas4-ChIP-Seq(GSE127793)	32	43	-	2.84498334259712	proto	3
ORR1B1	Npas4(bHLH)/Neuron-Npas4-ChIP-Seq(GSE127793)	354	365	-	3.50675797576162	proto	3
ORR1B1	NPAS(bHLH)/Liver-NPAS-ChIP-Seq(GSE39860)	34	41	+	4.02498656152333	proto	1
ORR1B1	NPAS(bHLH)/Liver-NPAS-ChIP-Seq(GSE39860)	36	43	-	5.5222499303802	mot	1
ORR1B1	EAR2(NR)/K562-NR2F6-ChIP-Seq(Encode)	21	32	-	3.46501512597959	proto	15
ORR1B1	EAR2(NR)/K562-NR2F6-ChIP-Seq(Encode)	84	95	-	4.238496667718	proto	15
ORR1B1	EAR2(NR)/K562-NR2F6-ChIP-Seq(Encode)	104	115	-	4.238496667718	proto	15
ORR1B1	Nr5a2(NR)/mES-Nr5a2-ChIP-Seq(GSE19019)	84	93	-	4.89177751024663	proto	15
